Sequence,"65","179","165","1","51","67","142","29","130","187","65-mutated","29-mutated","1-mutated","71","60","102","117","10","100","101"
"65",0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.322782,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"179",1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"165",1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999925,1.000000,1.000000,1.000000,1.000000,1.000000
"1",1.000000,1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.409247,0.999659,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"51",1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"67",1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999962,1.000000,1.000000,1.000000,1.000000
"142",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"29",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000076,1.000000,0.337736,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"130",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000076,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
"187",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000088,1.000088,0.078771,1.000000,1.000088,1.000000,1.000000,1.000000,1.000000,0.999964,1.000000,1.000000,1.000000
"65-mutated",0.394562,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,0.125769,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964
"29-mutated",1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,0.410908,1.160964,1.161025,1.160964,0.125769,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964
"1-mutated",1.160964,1.160964,1.160964,0.489530,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964,0.125769,1.160533,1.160964,1.160964,1.160964,1.160964,1.160964,1.160964
"71",1.000000,1.000000,1.000000,0.999662,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999662,0.078771,1.000000,1.000000,1.000000,1.000000,1.000435,1.000000
"60",1.000000,1.000000,0.999970,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000,1.000000
"102",1.000000,1.000000,1.000000,1.000000,1.000000,0.999929,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000000,1.000000,1.000000
"117",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.999978,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078849,1.000000,1.000000,1.000000
"10",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771,1.000000,1.000000
"100",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000307,1.000000,1.000000,1.000000,1.000000,0.078907,1.000000
"101",1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.078771
