Position,Complexity,SequenceID,K
0,0,"165",15
1,0,"165",15
2,0,"165",15
3,0,"165",15
4,0,"165",15
5,0,"165",15
6,0,"165",15
7,0,"165",15
8,0,"165",15
9,0,"165",15
10,0,"165",15
11,0,"165",15
12,0,"165",15
13,0,"165",15
14,0,"165",15
15,0.157541,"165",15
16,0.157541,"165",15
17,0.157541,"165",15
18,0.157541,"165",15
19,0.157541,"165",15
20,0.157541,"165",15
21,0.157541,"165",15
22,0.157541,"165",15
23,0.157541,"165",15
24,0.157541,"165",15
25,0.157541,"165",15
26,0.157541,"165",15
27,0.157541,"165",15
28,0.157541,"165",15
29,0.157541,"165",15
30,0.157541,"165",15
31,0.157541,"165",15
32,0.157541,"165",15
33,0.157541,"165",15
34,0.157541,"165",15
35,0.157541,"165",15
36,0.157541,"165",15
37,0.157541,"165",15
38,0.157541,"165",15
39,0.157541,"165",15
40,0.157541,"165",15
41,0.157541,"165",15
42,0.157541,"165",15
43,0.157541,"165",15
44,0.157541,"165",15
45,0.157541,"165",15
46,0.157541,"165",15
47,0.157541,"165",15
48,0.157541,"165",15
49,0.157541,"165",15
50,0.157541,"165",15
51,0.157541,"165",15
52,0.157541,"165",15
53,0.157541,"165",15
54,0.157541,"165",15
55,0.157541,"165",15
56,0.157541,"165",15
57,0.157541,"165",15
58,0.157541,"165",15
59,0.157541,"165",15
60,0.157541,"165",15
61,0.157541,"165",15
62,0.157541,"165",15
63,0.157541,"165",15
64,0.157541,"165",15
65,0.157541,"165",15
66,0.157541,"165",15
67,0.157541,"165",15
68,0.157541,"165",15
69,0.157541,"165",15
70,0.157541,"165",15
71,0.157541,"165",15
72,0.157541,"165",15
73,0.157541,"165",15
74,0.157541,"165",15
75,0.157541,"165",15
76,0.157541,"165",15
77,0.157541,"165",15
78,0.157541,"165",15
79,0.157541,"165",15
80,0.157541,"165",15
81,0.157541,"165",15
82,0.157541,"165",15
83,0.157541,"165",15
84,0.157541,"165",15
85,0.157541,"165",15
86,0.157541,"165",15
87,0.157541,"165",15
88,0.157541,"165",15
89,0.157541,"165",15
90,0.157541,"165",15
91,0.157541,"165",15
92,0.157541,"165",15
93,0.157541,"165",15
94,0.157541,"165",15
95,0.157541,"165",15
96,0.157541,"165",15
97,0.157541,"165",15
98,0.157541,"165",15
99,0.157541,"165",15
100,0.157541,"165",15
101,0.157541,"165",15
102,0.157541,"165",15
103,0.157541,"165",15
104,0.157541,"165",15
105,0.157541,"165",15
106,0.157541,"165",15
107,0.157541,"165",15
108,0.157541,"165",15
109,0.157541,"165",15
110,0.157541,"165",15
111,0.157541,"165",15
112,0.157541,"165",15
113,0.157541,"165",15
114,0.157541,"165",15
115,0.157541,"165",15
116,0.157541,"165",15
117,0.157541,"165",15
118,0.157541,"165",15
119,0.157541,"165",15
120,0.157541,"165",15
121,0.157541,"165",15
122,0.157541,"165",15
123,0.157541,"165",15
124,0.157541,"165",15
125,0.157541,"165",15
126,0.157541,"165",15
127,0.157541,"165",15
128,0.157541,"165",15
129,0.157541,"165",15
130,0.157541,"165",15
131,0.157541,"165",15
132,0.157541,"165",15
133,0.157541,"165",15
134,0.157541,"165",15
135,0.157541,"165",15
136,0.157541,"165",15
137,0.157541,"165",15
138,0.157541,"165",15
139,0.157541,"165",15
140,0.157541,"165",15
141,0.157541,"165",15
142,0.157541,"165",15
143,0.157541,"165",15
144,0.157541,"165",15
145,0.157541,"165",15
146,0.157541,"165",15
147,0.157541,"165",15
148,0.157541,"165",15
149,0.157541,"165",15
150,0.157541,"165",15
151,0.157541,"165",15
152,0.157541,"165",15
153,0.157541,"165",15
154,0.157541,"165",15
155,0.157541,"165",15
156,0.157541,"165",15
157,0.157541,"165",15
158,0.157541,"165",15
159,0.157541,"165",15
160,0.157541,"165",15
161,0.157541,"165",15
162,0.157541,"165",15
163,0.157541,"165",15
164,0.157541,"165",15
165,0.157541,"165",15
166,0.157541,"165",15
167,0.157541,"165",15
168,0.157541,"165",15
169,0.157541,"165",15
170,0.157541,"165",15
171,0.157541,"165",15
172,0.157541,"165",15
173,0.157541,"165",15
174,0.157541,"165",15
175,0.157541,"165",15
176,0.157541,"165",15
177,0.157541,"165",15
178,0.157541,"165",15
179,0.157541,"165",15
180,0.157541,"165",15
181,0.157541,"165",15
182,0.157541,"165",15
183,0.157541,"165",15
184,0.157541,"165",15
185,0.157541,"165",15
186,0.157541,"165",15
187,0.157541,"165",15
188,0.157541,"165",15
189,0.157541,"165",15
190,0.157541,"165",15
191,0.157541,"165",15
192,0.157541,"165",15
193,0.157541,"165",15
194,0.157541,"165",15
195,0.157541,"165",15
196,0.157541,"165",15
197,0.157541,"165",15
198,0.157541,"165",15
199,0.157541,"165",15
200,0.157541,"165",15
201,0.157541,"165",15
202,0.157541,"165",15
203,0.157541,"165",15
204,0.157541,"165",15
205,0.157541,"165",15
206,0.157541,"165",15
207,0.157541,"165",15
208,0.157541,"165",15
209,0.157541,"165",15
210,0.157541,"165",15
211,0.157541,"165",15
212,0.157541,"165",15
213,0.157541,"165",15
214,0.157541,"165",15
215,0.157541,"165",15
216,0.157541,"165",15
217,0.157541,"165",15
218,0.157541,"165",15
219,0.157541,"165",15
220,0.157541,"165",15
221,0.157541,"165",15
222,0.157541,"165",15
223,0.157541,"165",15
224,0.157541,"165",15
225,0.157541,"165",15
226,0.157541,"165",15
227,0.157541,"165",15
228,0.157541,"165",15
229,0.157541,"165",15
230,0.157541,"165",15
231,0.157541,"165",15
232,0.157541,"165",15
233,0.157541,"165",15
234,0.157541,"165",15
235,0.157541,"165",15
236,0.157541,"165",15
237,0.157541,"165",15
238,0.157541,"165",15
239,0.157541,"165",15
240,0.157541,"165",15
241,0.157541,"165",15
242,0.157541,"165",15
243,0.157541,"165",15
244,0.157541,"165",15
245,0.157541,"165",15
246,0.157541,"165",15
247,0.157541,"165",15
248,0.157541,"165",15
249,0.157541,"165",15
250,0.157541,"165",15
251,0.157541,"165",15
252,0.157541,"165",15
253,0.157541,"165",15
254,0.157541,"165",15
255,0.157541,"165",15
256,0.157541,"165",15
257,0.157541,"165",15
258,0.157541,"165",15
259,0.157541,"165",15
260,0.157541,"165",15
261,0.157541,"165",15
262,0.157541,"165",15
263,0.157541,"165",15
264,0.157541,"165",15
265,0.157541,"165",15
266,0.157541,"165",15
267,0.157541,"165",15
268,0.157541,"165",15
269,0.157541,"165",15
270,0.157541,"165",15
271,0.157541,"165",15
272,0.157541,"165",15
273,0.157541,"165",15
274,0.157541,"165",15
275,0.157541,"165",15
276,0.157541,"165",15
277,0.157541,"165",15
278,0.157541,"165",15
279,0.157541,"165",15
280,0.157541,"165",15
281,0.157541,"165",15
282,0.157541,"165",15
283,0.157541,"165",15
284,0.157541,"165",15
285,0.157541,"165",15
286,0.157541,"165",15
287,0.157541,"165",15
288,0.157541,"165",15
289,0.157541,"165",15
290,0.157541,"165",15
291,0.157541,"165",15
292,0.157541,"165",15
293,0.157541,"165",15
294,0.157541,"165",15
295,0.157541,"165",15
296,0.157541,"165",15
297,0.157541,"165",15
