Position,Complexity,SequenceID,K
0,0,"60",15
1,0,"60",15
2,0,"60",15
3,0,"60",15
4,0,"60",15
5,0,"60",15
6,0,"60",15
7,0,"60",15
8,0,"60",15
9,0,"60",15
10,0,"60",15
11,0,"60",15
12,0,"60",15
13,0,"60",15
14,0,"60",15
15,2,"60",15
16,2,"60",15
17,2,"60",15
18,2,"60",15
19,2,"60",15
20,2,"60",15
21,2,"60",15
22,2,"60",15
23,2,"60",15
24,2,"60",15
25,2,"60",15
26,2,"60",15
27,2,"60",15
28,2,"60",15
29,2,"60",15
30,2,"60",15
31,2,"60",15
32,2,"60",15
33,2,"60",15
34,2,"60",15
35,2,"60",15
36,2,"60",15
37,2,"60",15
38,2,"60",15
39,2,"60",15
40,2,"60",15
41,2,"60",15
42,2,"60",15
43,2,"60",15
44,2,"60",15
45,2,"60",15
46,2,"60",15
47,2,"60",15
48,2,"60",15
49,2,"60",15
50,2,"60",15
51,2,"60",15
52,2,"60",15
53,2,"60",15
54,2,"60",15
55,2,"60",15
56,2,"60",15
57,2,"60",15
58,2,"60",15
59,2,"60",15
60,2,"60",15
61,2,"60",15
62,2,"60",15
63,2,"60",15
64,2,"60",15
65,2,"60",15
66,2,"60",15
67,2,"60",15
68,2,"60",15
69,2,"60",15
70,2,"60",15
71,2,"60",15
72,2,"60",15
73,2,"60",15
74,2,"60",15
75,2,"60",15
76,2,"60",15
77,2,"60",15
78,2,"60",15
79,2,"60",15
80,2,"60",15
81,2,"60",15
82,2,"60",15
83,2,"60",15
84,2,"60",15
85,2,"60",15
86,2,"60",15
87,2,"60",15
88,2,"60",15
89,2,"60",15
90,2,"60",15
91,2,"60",15
92,2,"60",15
93,2,"60",15
94,2,"60",15
95,2,"60",15
96,2,"60",15
97,2,"60",15
98,2,"60",15
99,2,"60",15
100,2,"60",15
101,2,"60",15
102,2,"60",15
103,2,"60",15
104,2,"60",15
105,2,"60",15
106,2,"60",15
107,2,"60",15
108,2,"60",15
109,2,"60",15
110,2,"60",15
111,2,"60",15
112,2,"60",15
113,2,"60",15
114,2,"60",15
115,2,"60",15
116,2,"60",15
117,2,"60",15
118,2,"60",15
119,2,"60",15
120,2,"60",15
121,2,"60",15
122,2,"60",15
123,2,"60",15
124,2,"60",15
125,2,"60",15
126,2,"60",15
127,2,"60",15
128,2,"60",15
129,2,"60",15
130,2,"60",15
131,2,"60",15
132,2,"60",15
133,2,"60",15
134,2,"60",15
135,2,"60",15
136,2,"60",15
137,2,"60",15
138,2,"60",15
139,2,"60",15
140,2,"60",15
141,2,"60",15
142,2,"60",15
143,2,"60",15
144,2,"60",15
145,2,"60",15
146,2,"60",15
147,2,"60",15
148,2,"60",15
149,2,"60",15
150,2,"60",15
151,2,"60",15
152,2,"60",15
153,2,"60",15
154,2,"60",15
155,2,"60",15
156,2,"60",15
157,2,"60",15
158,2,"60",15
159,2,"60",15
160,2,"60",15
161,2,"60",15
162,2,"60",15
163,2,"60",15
164,2,"60",15
165,2,"60",15
166,2,"60",15
167,2,"60",15
168,2,"60",15
169,2,"60",15
170,2,"60",15
171,2,"60",15
172,2,"60",15
173,2,"60",15
174,2,"60",15
175,2,"60",15
176,2,"60",15
177,2,"60",15
178,2,"60",15
179,2,"60",15
180,2,"60",15
181,2,"60",15
182,2,"60",15
183,2,"60",15
184,2,"60",15
185,2,"60",15
186,2,"60",15
187,2,"60",15
188,2,"60",15
189,2,"60",15
190,2,"60",15
191,2,"60",15
192,2,"60",15
193,2,"60",15
194,2,"60",15
195,2,"60",15
196,2,"60",15
197,2,"60",15
198,2,"60",15
199,2,"60",15
200,2,"60",15
201,2,"60",15
202,2,"60",15
203,2,"60",15
204,2,"60",15
205,2,"60",15
206,2,"60",15
207,2,"60",15
208,2,"60",15
209,2,"60",15
210,2,"60",15
211,2,"60",15
212,2,"60",15
213,2,"60",15
214,2,"60",15
215,2,"60",15
216,2,"60",15
217,2,"60",15
218,2,"60",15
219,2,"60",15
220,2,"60",15
221,2,"60",15
222,2,"60",15
223,2,"60",15
224,2,"60",15
225,2,"60",15
226,2,"60",15
227,2,"60",15
228,2,"60",15
229,2,"60",15
230,2,"60",15
231,2,"60",15
232,2,"60",15
233,2,"60",15
234,2,"60",15
235,2,"60",15
236,2,"60",15
237,2,"60",15
238,2,"60",15
239,2,"60",15
240,2,"60",15
241,2,"60",15
242,2,"60",15
243,2,"60",15
244,2,"60",15
245,2,"60",15
246,2,"60",15
247,2,"60",15
248,2,"60",15
249,2,"60",15
250,2,"60",15
251,2,"60",15
252,2,"60",15
253,2,"60",15
254,2,"60",15
255,2,"60",15
256,2,"60",15
257,2,"60",15
258,2,"60",15
259,2,"60",15
260,2,"60",15
261,2,"60",15
262,2,"60",15
263,2,"60",15
264,2,"60",15
265,2,"60",15
266,2,"60",15
267,2,"60",15
268,2,"60",15
269,2,"60",15
270,2,"60",15
271,2,"60",15
272,2,"60",15
273,2,"60",15
274,2,"60",15
275,2,"60",15
276,2,"60",15
277,2,"60",15
278,2,"60",15
279,2,"60",15
280,2,"60",15
281,2,"60",15
282,2,"60",15
283,2,"60",15
284,2,"60",15
285,2,"60",15
286,2,"60",15
