Position,Complexity,SequenceID,K
0,0,"101",15
1,0,"101",15
2,0,"101",15
3,0,"101",15
4,0,"101",15
5,0,"101",15
6,0,"101",15
7,0,"101",15
8,0,"101",15
9,0,"101",15
10,0,"101",15
11,0,"101",15
12,0,"101",15
13,0,"101",15
14,0,"101",15
15,2,"101",15
16,2,"101",15
17,2,"101",15
18,2,"101",15
19,2,"101",15
20,2,"101",15
21,2,"101",15
22,2,"101",15
23,2,"101",15
24,2,"101",15
25,2,"101",15
26,2,"101",15
27,2,"101",15
28,2,"101",15
29,2,"101",15
30,2,"101",15
31,2,"101",15
32,2,"101",15
33,2,"101",15
34,2,"101",15
35,2,"101",15
36,2,"101",15
37,2,"101",15
38,2,"101",15
39,2,"101",15
40,2,"101",15
41,2,"101",15
42,2,"101",15
43,2,"101",15
44,2,"101",15
45,2,"101",15
46,2,"101",15
47,2,"101",15
48,2,"101",15
49,2,"101",15
50,2,"101",15
51,2,"101",15
52,2,"101",15
53,2,"101",15
54,2,"101",15
55,2,"101",15
56,2,"101",15
57,2,"101",15
58,2,"101",15
59,2,"101",15
60,2,"101",15
61,2,"101",15
62,2,"101",15
63,2,"101",15
64,2,"101",15
65,2,"101",15
66,2,"101",15
67,2,"101",15
68,2,"101",15
69,2,"101",15
70,2,"101",15
71,2,"101",15
72,2,"101",15
73,2,"101",15
74,2,"101",15
75,2,"101",15
76,2,"101",15
77,2,"101",15
78,2,"101",15
79,2,"101",15
80,2,"101",15
81,2,"101",15
82,2,"101",15
83,2,"101",15
84,2,"101",15
85,2,"101",15
86,2,"101",15
87,2,"101",15
88,2,"101",15
89,2,"101",15
90,2,"101",15
91,2,"101",15
92,2,"101",15
93,2,"101",15
94,2,"101",15
95,2,"101",15
96,2,"101",15
97,2,"101",15
98,2,"101",15
99,2,"101",15
100,2,"101",15
101,2,"101",15
102,2,"101",15
103,2,"101",15
104,2,"101",15
105,2,"101",15
106,2,"101",15
107,2,"101",15
108,2,"101",15
109,2,"101",15
110,2,"101",15
111,2,"101",15
112,2,"101",15
113,2,"101",15
114,2,"101",15
115,2,"101",15
116,2,"101",15
117,2,"101",15
118,2,"101",15
119,2,"101",15
120,2,"101",15
121,2,"101",15
122,2,"101",15
123,2,"101",15
124,2,"101",15
125,2,"101",15
126,2,"101",15
127,2,"101",15
128,2,"101",15
129,2,"101",15
130,2,"101",15
131,2,"101",15
132,2,"101",15
133,2,"101",15
134,2,"101",15
135,2,"101",15
136,2,"101",15
137,2,"101",15
138,2,"101",15
139,2,"101",15
140,2,"101",15
141,2,"101",15
142,2,"101",15
143,2,"101",15
144,2,"101",15
145,2,"101",15
146,2,"101",15
147,2,"101",15
148,2,"101",15
149,2,"101",15
150,2,"101",15
151,2,"101",15
152,2,"101",15
153,2,"101",15
154,2,"101",15
155,2,"101",15
156,2,"101",15
157,2,"101",15
158,2,"101",15
159,2,"101",15
160,2,"101",15
161,2,"101",15
162,2,"101",15
163,2,"101",15
164,2,"101",15
165,2,"101",15
166,2,"101",15
167,2,"101",15
168,2,"101",15
169,2,"101",15
170,2,"101",15
171,2,"101",15
172,2,"101",15
173,2,"101",15
174,2,"101",15
175,2,"101",15
176,2,"101",15
177,2,"101",15
178,2,"101",15
179,2,"101",15
180,2,"101",15
181,2,"101",15
182,2,"101",15
183,2,"101",15
184,2,"101",15
185,2,"101",15
186,2,"101",15
187,2,"101",15
188,2,"101",15
189,2,"101",15
190,2,"101",15
191,2,"101",15
192,2,"101",15
193,2,"101",15
194,2,"101",15
195,2,"101",15
196,2,"101",15
197,2,"101",15
198,2,"101",15
199,2,"101",15
200,2,"101",15
201,2,"101",15
202,2,"101",15
203,2,"101",15
204,2,"101",15
205,2,"101",15
206,2,"101",15
207,2,"101",15
208,2,"101",15
209,2,"101",15
210,2,"101",15
211,2,"101",15
212,2,"101",15
213,2,"101",15
214,2,"101",15
215,2,"101",15
216,2,"101",15
217,2,"101",15
218,2,"101",15
219,2,"101",15
220,2,"101",15
221,2,"101",15
222,2,"101",15
223,2,"101",15
224,2,"101",15
225,2,"101",15
226,2,"101",15
227,2,"101",15
228,2,"101",15
229,2,"101",15
230,2,"101",15
231,2,"101",15
232,2,"101",15
233,2,"101",15
234,2,"101",15
235,2,"101",15
236,2,"101",15
237,2,"101",15
238,2,"101",15
239,2,"101",15
240,2,"101",15
241,2,"101",15
242,2,"101",15
243,2,"101",15
244,2,"101",15
245,2,"101",15
246,2,"101",15
247,2,"101",15
248,2,"101",15
249,2,"101",15
250,2,"101",15
251,2,"101",15
252,2,"101",15
253,2,"101",15
254,2,"101",15
255,2,"101",15
256,2,"101",15
257,2,"101",15
258,2,"101",15
259,2,"101",15
260,2,"101",15
261,2,"101",15
262,2,"101",15
263,2,"101",15
264,2,"101",15
265,2,"101",15
266,2,"101",15
267,2,"101",15
268,2,"101",15
269,2,"101",15
270,2,"101",15
271,2,"101",15
272,2,"101",15
273,2,"101",15
274,2,"101",15
275,2,"101",15
276,2,"101",15
277,2,"101",15
278,2,"101",15
279,2,"101",15
280,2,"101",15
281,2,"101",15
282,2,"101",15
283,2,"101",15
284,2,"101",15
285,2,"101",15
286,2,"101",15
287,2,"101",15
288,2,"101",15
289,2,"101",15
290,2,"101",15
291,2,"101",15
292,2,"101",15
293,2,"101",15
294,2,"101",15
295,2,"101",15
296,2,"101",15
297,2,"101",15
298,2,"101",15
299,2,"101",15
300,2,"101",15
301,2,"101",15
302,2,"101",15
303,2,"101",15
304,2,"101",15
305,2,"101",15
306,2,"101",15
307,2,"101",15
308,2,"101",15
309,2,"101",15
310,2,"101",15
311,2,"101",15
312,2,"101",15
313,2,"101",15
314,2,"101",15
315,2,"101",15
316,2,"101",15
317,2,"101",15
318,2,"101",15
319,2,"101",15
320,2,"101",15
321,2,"101",15
322,2,"101",15
323,2,"101",15
324,2,"101",15
325,2,"101",15
326,2,"101",15
327,2,"101",15
328,2,"101",15
329,2,"101",15
330,2,"101",15
331,2,"101",15
332,2,"101",15
333,2,"101",15
334,2,"101",15
335,2,"101",15
336,2,"101",15
337,2,"101",15
338,2,"101",15
339,2,"101",15
340,2,"101",15
341,2,"101",15
342,2,"101",15
